Company,NewsID,Year,male_sup_num,white_sup_num,total_sup_num,male_num,white_num,total_num,maleSupers,whiteSupers,male,white
Springfield News-Leader,258,2010,8,14,15,25,36,42,53.3%,93.3%,59.5%,85.7%
Springfield News-Leader,258,2011,7,10,10,25,40,45,70.0%,100.0%,55.6%,88.9%
St. Joseph News-Press,260,2001,6,11,11,24,37,39,54.5%,100.0%,61.5%,94.9%
St. Joseph News-Press,260,2002,10,15,15,26,45,46,66.7%,100.0%,56.5%,97.8%
St. Joseph News-Press,260,2004,9,14,14,26,42,44,64.3%,100.0%,59.1%,95.5%
St. Joseph News-Press,260,2005,8,12,12,26,40,42,66.7%,100.0%,61.9%,95.2%
St. Joseph News-Press,260,2006,10,14,14,25,42,43,71.4%,100.0%,58.1%,97.7%
St. Joseph News-Press,260,2007,10,15,15,27,39,41,66.7%,100.0%,65.9%,95.1%
St. Joseph News-Press,260,2008,8,13,13,29,43,45,61.5%,100.0%,64.4%,95.6%
St. Joseph News-Press,260,2009,8,11,11,27,39,41,72.7%,100.0%,65.9%,95.1%
St. Joseph News-Press,260,2010,7,9,9,25,35,37,77.8%,100.0%,67.6%,94.6%
St. Joseph News-Press,260,2011,7,9,9,24,36,38,77.8%,100.0%,63.2%,94.7%
St. Joseph News-Press,260,2012,7,9,9,23,35,37,77.8%,100.0%,62.2%,94.6%
St. Joseph News-Press,260,2013,8,10,10,22,32,35,80.0%,100.0%,62.9%,91.4%
St. Joseph News-Press,260,2014,7,9,9,20,30,32,77.8%,100.0%,62.5%,93.8%
St. Louis Post-Dispatch,263,2001,37,40,51,171,223,260,72.5%,78.4%,65.8%,85.8%
St. Louis Post-Dispatch,263,2002,42,49,59,186,246,284,71.2%,83.1%,65.5%,86.6%
St. Louis Post-Dispatch,263,2003,30,42,49,177,235,272,61.2%,85.7%,65.1%,86.4%
St. Louis Post-Dispatch,263,2004,37,46,56,184,247,290,66.1%,82.1%,63.4%,85.2%
St. Louis Post-Dispatch,263,2005,38,51,59,177,230,275,64.4%,86.4%,64.4%,83.6%
St. Louis Post-Dispatch,263,2006,35,40,49,167,195,236,71.4%,81.6%,70.8%,82.6%
St. Louis Post-Dispatch,263,2007,42,46,58,173,216,257,72.4%,79.3%,67.3%,84.0%
St. Louis Post-Dispatch,263,2008,38,41,53,149,205,239,71.7%,77.4%,62.3%,85.8%
St. Louis Post-Dispatch,263,2009,34,36,46,140,179,210,73.9%,78.3%,66.7%,85.2%
St. Louis Post-Dispatch,263,2010,31,32,41,125,160,183,75.6%,78.0%,68.3%,87.4%
St. Louis Post-Dispatch,263,2011,31,31,40,123,155,179,77.5%,77.5%,68.7%,86.6%
St. Louis Post-Dispatch,263,2012,30,31,39,123,148,172,76.9%,79.5%,71.5%,86.0%
St. Louis Post-Dispatch,263,2013,24,23,30,93,116,137,80.0%,76.7%,67.9%,84.7%
St. Louis Post Dispatch,263,2014,23,22,28,87,108,126,82.1%,78.6%,69.0%,85.7%
Billings Gazette,265,2001,8,10,10,33,46,47,80.0%,100.0%,70.2%,97.9%
Billings Gazette,265,2002,8,10,10,35,49,49,80.0%,100.0%,71.4%,100.0%
Billings Gazette,265,2003,8,10,10,35,48,48,80.0%,100.0%,72.9%,100.0%
Billings Gazette,265,2005,7,10,10,36,51,51,70.0%,100.0%,70.6%,100.0%
Billings Gazette,265,2006,8,11,11,36,51,51,72.7%,100.0%,70.6%,100.0%
Great Falls Tribune,266,2001,10,12,14,25,36,40,71.4%,85.7%,62.5%,90.0%
Great Falls Tribune,266,2002,8,11,13,22,35,40,61.5%,84.6%,55.0%,87.5%
Great Falls Tribune,266,2003,7,10,12,20,33,38,58.3%,83.3%,52.6%,86.8%
Great Falls Tribune,266,2004,8,11,13,22,35,39,61.5%,84.6%,56.4%,89.7%
Great Falls Tribune,266,2005,9,12,15,21,34,39,60.0%,80.0%,53.8%,87.2%
Great Falls Tribune,266,2006,8,9,11,20,32,37,72.7%,81.8%,54.1%,86.5%
Great Falls Tribune,266,2007,11,13,16,27,34,42,68.8%,81.3%,64.3%,81.0%
Great Falls Tribune,266,2008,11,11,13,26,32,38,84.6%,84.6%,68.4%,84.2%
Great Falls Tribune,266,2010,10,10,12,23,28,33,83.3%,83.3%,69.7%,84.8%
Great Falls Tribune,266,2013,6,10,10,18,26,28,60.0%,100.0%,64.3%,92.9%
Livingston Enterprise,267,2001,1,1,1,6,7,7,100.0%,100.0%,85.7%,100.0%
Livingston Enterprise,267,2002,1,1,1,7,7,7,100.0%,100.0%,100.0%,100.0%
Livingston Enterprise,267,2003,1,1,1,6,7,7,100.0%,100.0%,85.7%,100.0%
Livingston Enterprise,267,2004,1,1,1,6,7,7,100.0%,100.0%,85.7%,100.0%
The Livingston Enterprise,267,2005,1,1,1,5,7,7,100.0%,100.0%,71.4%,100.0%
The Livingston Enterprise,267,2006,1,1,1,4,6,6,100.0%,100.0%,66.7%,100.0%
The Livingston Enterprise,267,2007,1,1,1,6,7,7,100.0%,100.0%,85.7%,100.0%
The Livingston Enterprise,267,2008,1,1,1,4,7,7,100.0%,100.0%,57.1%,100.0%
The Livingston Enterprise,267,2009,1,1,1,4,7,7,100.0%,100.0%,57.1%,100.0%
The Livingston Enterprise,267,2010,1,1,1,4,7,7,100.0%,100.0%,57.1%,100.0%
The Livingston Enterprise,267,2011,1,1,1,5,7,7,100.0%,100.0%,71.4%,100.0%
The Livingston Enterprise,267,2012,1,2,2,12,17,17,50.0%,100.0%,70.6%,100.0%
The Livingston Enterprise,267,2013,1,1,1,4,7,7,100.0%,100.0%,57.1%,100.0%
The Livingston Enterprise,267,2014,1,1,1,4,7,7,100.0%,100.0%,57.1%,100.0%
Missoulian,268,2001,6,7,7,26,36,36,85.7%,100.0%,72.2%,100.0%
Missoulian,268,2002,5,8,8,25,37,37,62.5%,100.0%,67.6%,100.0%
Missoulian,268,2005,4,6,6,24,34,35,66.7%,100.0%,68.6%,97.1%
Missoulian,268,2007,5,6,6,26,39,40,83.3%,100.0%,65.0%,97.5%
Missoulian,268,2008,4,7,7,25,37,38,57.1%,100.0%,65.8%,97.4%
Missoulian,268,2012,4,5,5,22,31,31,80.0%,100.0%,71.0%,100.0%
Missoulian,268,2014,3,5,5,17,25,25,60.0%,100.0%,68.0%,100.0%
Lincoln Journal Star,269,2001,9,17,17,45,57,65,52.9%,100.0%,69.2%,87.7%
Lincoln Journal Star,269,2002,9,14,15,47,60,68,60.0%,93.3%,69.1%,88.2%
Lincoln Journal Star,269,2003,10,14,15,47,61,70,66.7%,93.3%,67.1%,87.1%
Lincoln Journal Star,269,2004,9,14,15,42,59,67,60.0%,93.3%,62.7%,88.1%
Lincoln Journal Star,269,2005,12,17,18,42,64,71,66.7%,94.4%,59.2%,90.1%
Lincoln Journal Star,269,2006,11,17,19,37,64,70,57.9%,89.5%,52.9%,91.4%
Lincoln Journal Star,269,2007,10,16,18,36,68,71,55.6%,88.9%,50.7%,95.8%
Lincoln Journal Star,269,2012,8,10,11,51,77,80,72.7%,90.9%,63.8%,96.3%
Lincoln Journal Star,269,2013,9,11,12,38,60,62,75.0%,91.7%,61.3%,96.8%
Lincoln Journal Star,269,2014,10,15,16,48,76,79,62.5%,93.8%,60.8%,96.2%
Omaha World-Herald,271,2001,12,30,30,114,185,197,40.0%,100.0%,57.9%,93.9%
Omaha World-Herald,271,2003,13,29,29,106,165,177,44.8%,100.0%,59.9%,93.2%
Omaha World-Herald,271,2004,12,27,27,106,166,178,44.4%,100.0%,59.6%,93.3%
Omaha World-Herald,271,2005,14,27,27,112,173,185,51.9%,100.0%,60.5%,93.5%
Omaha World-Herald,271,2006,12,26,26,105,161,173,46.2%,100.0%,60.7%,93.1%
Omaha World-Herald,271,2007,13,26,26,108,164,175,50.0%,100.0%,61.7%,93.7%
Omaha World-Herald,271,2008,12,25,25,118,176,187,48.0%,100.0%,63.1%,94.1%
Omaha World-Herald,271,2009,11,23,24,90,137,146,45.8%,95.8%,61.6%,93.8%
Omaha World-Herald,271,2011,17,29,30,86,127,135,56.7%,96.7%,63.7%,94.1%
Omaha World-Herald,271,2012,10,17,18,88,130,138,55.6%,94.4%,63.8%,94.2%
Omaha World-Herald,271,2013,9,17,17,93,138,143,52.9%,100.0%,65.0%,96.5%
Star-Herald,272,2001,4,4,4,10,16,16,100.0%,100.0%,62.5%,100.0%
Star-Herald,272,2002,4,4,4,6,12,12,100.0%,100.0%,50.0%,100.0%
Star-Herald,272,2003,2,2,2,6,13,14,100.0%,100.0%,42.9%,92.9%
Star-Herald,272,2004,4,4,4,7,14,14,100.0%,100.0%,50.0%,100.0%
Star-Herald,272,2005,3,3,3,5,11,12,100.0%,100.0%,41.7%,91.7%
Star-Herald,272,2006,3,3,3,8,13,13,100.0%,100.0%,61.5%,100.0%
Star-Herald,272,2007,3,3,3,10,13,14,100.0%,100.0%,71.4%,92.9%
Star-Herald,272,2009,3,3,3,8,12,13,100.0%,100.0%,61.5%,92.3%
Star-Herald,272,2010,3,3,3,7,10,11,100.0%,100.0%,63.6%,90.9%
Star-Herald,272,2012,4,5,5,6,12,13,80.0%,100.0%,46.2%,92.3%
Star-Herald,272,2013,3,5,5,7,11,12,60.0%,100.0%,58.3%,91.7%
Star-Herald,272,2014,3,4,4,7,11,12,75.0%,100.0%,58.3%,91.7%
Las Vegas Review-Journal,273,2011,5,7,8,40,48,53,62.5%,87.5%,75.5%,90.6%
Las Vegas Review-Journal,273,2012,17,24,26,79,108,113,65.4%,92.3%,69.9%,95.6%
Las Vegas Review-Journal,273,2013,12,20,20,80,111,113,60.0%,100.0%,70.8%,98.2%
Las Vegas Review-Journal,273,2014,9,11,13,72,94,104,69.2%,84.6%,69.2%,90.4%
Reno Gazette-Journal,275,2001,11,15,17,53,74,84,64.7%,88.2%,63.1%,88.1%
Reno Gazette-Journal,275,2002,9,11,13,45,65,78,69.2%,84.6%,57.7%,83.3%
Reno Gazette-Journal,275,2003,9,11,12,48,65,78,75.0%,91.7%,61.5%,83.3%
Reno Gazette-Journal,275,2004,10,10,13,45,64,77,76.9%,76.9%,58.4%,83.1%
Reno Gazette-Journal,275,2005,10,11,14,46,61,74,71.4%,78.6%,62.2%,82.4%
Reno Gazette-Journal,275,2006,8,8,11,42,59,71,72.7%,72.7%,59.2%,83.1%
Reno Gazette-Journal,275,2007,7,8,10,40,62,74,70.0%,80.0%,54.1%,83.8%
Reno Gazette-Journal,275,2008,10,17,19,32,53,66,52.6%,89.5%,48.5%,80.3%
Reno Gazette-Journal,275,2011,5,6,8,32,42,49,62.5%,75.0%,65.3%,85.7%
Reno Gazette-Journal,275,2012,9,11,13,30,44,50,69.2%,84.6%,60.0%,88.0%
Reno Gazette-Journal,275,2013,4,7,8,30,40,47,50.0%,87.5%,63.8%,85.1%
Concord Monitor,276,2002,1,0,1,3,5,6,100.0%,0.0%,50.0%,83.3%
Concord Monitor,276,2003,7,8,9,17,37,38,77.8%,88.9%,44.7%,97.4%
Concord Monitor,276,2007,5,6,7,18,37,40,71.4%,85.7%,45.0%,92.5%
Concord Monitor,276,2014,2,2,2,12,24,24,100.0%,100.0%,50.0%,100.0%
The Keene Sentinel,277,2001,7,9,9,17,26,26,77.8%,100.0%,65.4%,100.0%
The Keene Sentinel,277,2004,3,6,6,13,22,22,50.0%,100.0%,59.1%,100.0%
The Keene Sentinel,277,2005,3,6,6,16,30,30,50.0%,100.0%,53.3%,100.0%
The Keene Sentinel,277,2006,3,6,6,15,30,30,50.0%,100.0%,50.0%,100.0%
The Keene Sentinel,277,2007,6,10,10,12,20,20,60.0%,100.0%,60.0%,100.0%
The Keene Sentinel,277,2008,6,11,11,12,20,20,54.5%,100.0%,60.0%,100.0%
The Keene Sentinel,277,2009,5,8,8,16,28,28,62.5%,100.0%,57.1%,100.0%
The Keene Sentinel,277,2010,4,7,7,12,22,22,57.1%,100.0%,54.5%,100.0%
The Keene Sentinel,277,2011,4,7,7,10,20,20,57.1%,100.0%,50.0%,100.0%
The Keene Sentinel,277,2012,3,4,4,10,18,18,75.0%,100.0%,55.6%,100.0%
The Keene Sentinel,277,2014,2,3,3,8,19,19,66.7%,100.0%,42.1%,100.0%
Valley News,278,2001,6,9,9,15,27,27,66.7%,100.0%,55.6%,100.0%
Valley News,278,2009,6,8,8,25,33,33,75.0%,100.0%,75.8%,100.0%
Valley News,278,2010,6,9,9,23,33,33,66.7%,100.0%,69.7%,100.0%
Valley News,278,2011,6,8,8,22,30,30,75.0%,100.0%,73.3%,100.0%
Valley News,278,2012,6,8,8,20,31,31,75.0%,100.0%,64.5%,100.0%
Valley News,278,2013,8,9,9,23,35,35,88.9%,100.0%,65.7%,100.0%
Valley News,278,2014,6,7,7,20,30,30,85.7%,100.0%,66.7%,100.0%
The Press of Atlantic City,279,2001,13,21,22,64,78,91,59.1%,95.5%,70.3%,85.7%
The Press of Atlantic City,279,2002,11,16,16,61,81,91,68.8%,100.0%,67.0%,89.0%
The Press of Atlantic City,279,2003,11,15,16,73,90,100,68.8%,93.8%,73.0%,90.0%
The Press of Atlantic City,279,2004,15,23,24,65,82,93,62.5%,95.8%,69.9%,88.2%
The Press of Atlantic City,279,2005,12,18,19,67,85,91,63.2%,94.7%,73.6%,93.4%
The Press of Atlantic City,279,2006,13,18,19,64,81,88,68.4%,94.7%,72.7%,92.0%
The Press of Atlantic City,279,2007,19,23,24,57,68,78,79.2%,95.8%,73.1%,87.2%
The Press of Atlantic City,279,2008,12,14,15,58,67,80,80.0%,93.3%,72.5%,83.8%
The Press of Atlantic City,279,2009,12,14,15,56,67,75,80.0%,93.3%,74.7%,89.3%
The Press of Atlantic City,279,2010,10,12,13,58,65,78,76.9%,92.3%,74.4%,83.3%
The Press of Atlantic City,279,2011,11,13,14,50,59,70,78.6%,92.9%,71.4%,84.3%
The Press of Atlantic City,279,2013,13,15,17,44,55,64,76.5%,88.2%,68.8%,85.9%
The Courier-News,280,2001,9,12,15,32,42,48,60.0%,80.0%,66.7%,87.5%
The Courier-News,280,2002,9,11,14,28,38,44,64.3%,78.6%,63.6%,86.4%
Courier News,280,2003,10,15,17,27,39,45,58.8%,88.2%,60.0%,86.7%
Courier News,280,2004,1,0,2,23,39,44,50.0%,0.0%,52.3%,88.6%
Courier News,280,2005,6,9,11,29,41,47,54.5%,81.8%,61.7%,87.2%
Courier News,280,2006,5,9,11,19,30,36,45.5%,81.8%,52.8%,83.3%
Courier News,280,2007,6,8,10,23,34,38,60.0%,80.0%,60.5%,89.5%
Courier News,280,2008,5,5,6,16,20,22,83.3%,83.3%,72.7%,90.9%
Courier News,280,2009,1,1,1,7,13,14,100.0%,100.0%,50.0%,92.9%
The Courier News,280,2010,4,4,5,10,16,18,80.0%,80.0%,55.6%,88.9%
The Courier News,280,2012,2,1,2,9,8,11,100.0%,50.0%,81.8%,72.7%
The Courier News,280,2014,2,1,2,9,8,12,100.0%,50.0%,75.0%,66.7%
The Record,282,2001,32,46,49,131,166,190,65.3%,93.9%,68.9%,87.4%
The Record,282,2002,33,44,48,138,169,199,68.8%,91.7%,69.3%,84.9%
The Record,282,2003,30,40,43,134,162,194,69.8%,93.0%,69.1%,83.5%
The Record,282,2004,34,46,49,138,170,200,69.4%,93.9%,69.0%,85.0%
The Record,282,2005,35,47,50,134,164,194,70.0%,94.0%,69.1%,84.5%
The Record and Herald News,282,2006,47,58,65,164,205,253,72.3%,89.2%,64.8%,81.0%
The Record,282,2007,49,59,67,171,222,261,73.1%,88.1%,65.5%,85.1%
The Record,282,2008,55,65,73,182,226,273,75.3%,89.0%,66.7%,82.8%
The Record,282,2009,39,41,47,147,184,220,83.0%,87.2%,66.8%,83.6%
The Record,282,2010,35,36,41,133,162,196,85.4%,87.8%,67.9%,82.7%
The Record,282,2011,32,35,38,126,163,190,84.2%,92.1%,66.3%,85.8%
The Record,282,2013,30,34,38,130,163,187,78.9%,89.5%,69.5%,87.2%
The Record,282,2014,29,34,37,127,158,180,78.4%,91.9%,70.6%,87.8%
The Jersey Journal,283,2001,9,10,14,30,27,43,64.3%,71.4%,69.8%,62.8%
The Jersey Journal,283,2002,6,7,10,29,28,40,60.0%,70.0%,72.5%,70.0%
The Jersey Journal,283,2003,8,7,11,19,16,23,72.7%,63.6%,82.6%,69.6%
The Jersey Journal,283,2004,8,10,13,21,18,27,61.5%,76.9%,77.8%,66.7%
The Jersey Journal,283,2005,8,8,11,18,17,26,72.7%,72.7%,69.2%,65.4%
The Star-Ledger,284,2001,46,56,71,242,300,374,64.8%,78.9%,64.7%,80.2%
The Star-Ledger,284,2002,45,55,70,238,296,370,64.3%,78.6%,64.3%,80.0%
The Star-Ledger,284,2003,42,54,66,226,289,346,63.6%,81.8%,65.3%,83.5%
The Star-Ledger,284,2005,53,67,78,211,268,334,67.9%,85.9%,63.2%,80.2%
The Star-Ledger,284,2006,44,55,62,222,262,322,71.0%,88.7%,68.9%,81.4%
The Star-Ledger,284,2007,39,53,60,214,260,323,65.0%,88.3%,66.3%,80.5%
The Star-Ledger,284,2008,41,55,62,211,254,312,66.1%,88.7%,67.6%,81.4%
The Star-Ledger,284,2009,23,26,30,119,137,160,76.7%,86.7%,74.4%,85.6%
The Star-Ledger,284,2010,23,30,36,129,151,185,63.9%,83.3%,69.7%,81.6%
The Star-Ledger,284,2011,19,30,32,116,148,174,59.4%,93.8%,66.7%,85.1%
The Star-Ledger,284,2013,16,25,26,110,133,157,61.5%,96.2%,70.1%,84.7%
The Star-Ledger,284,2014,14,23,24,93,119,135,58.3%,95.8%,68.9%,88.1%
Home News Tribune,285,2001,14,18,20,48,76,83,70.0%,90.0%,57.8%,91.6%
Home News Tribune,285,2002,14,18,20,49,69,78,70.0%,90.0%,62.8%,88.5%
Home News Tribune,285,2003,13,16,18,45,62,73,72.2%,88.9%,61.6%,84.9%
Home News Tribune,285,2004,12,14,17,43,61,72,70.6%,82.4%,59.7%,84.7%
Home News Tribune,285,2005,11,16,18,34,55,63,61.1%,88.9%,54.0%,87.3%
Home News Tribune,285,2009,1,2,2,17,27,31,50.0%,100.0%,54.8%,87.1%
Home News Tribune,285,2010,3,4,4,17,22,25,75.0%,100.0%,68.0%,88.0%
Home News Tribune,285,2012,2,2,2,10,12,14,100.0%,100.0%,71.4%,85.7%
Home News Tribune,285,2014,2,2,2,9,11,14,100.0%,100.0%,64.3%,78.6%
North Jersey Herald & News,286,2001,14,17,18,36,50,57,77.8%,94.4%,63.2%,87.7%
North Jersey Herald & News,286,2002,14,20,21,42,57,69,66.7%,95.2%,60.9%,82.6%
Herald News,286,2003,15,18,20,39,56,73,75.0%,90.0%,53.4%,76.7%
Herald News,286,2004,14,17,19,36,52,65,73.7%,89.5%,55.4%,80.0%
Herald News,286,2005,14,17,19,37,53,68,73.7%,89.5%,54.4%,77.9%
The Trentonian,288,2004,6,7,8,35,39,43,75.0%,87.5%,81.4%,90.7%
The Trentonian,288,2005,4,5,6,29,32,35,66.7%,83.3%,82.9%,91.4%
The Trentonian,288,2006,6,4,8,28,30,42,75.0%,50.0%,66.7%,71.4%
The Trentonian,288,2007,5,4,7,24,25,29,71.4%,57.1%,82.8%,86.2%
The Trentonian,288,2012,4,3,4,32,30,38,100.0%,75.0%,84.2%,78.9%
The Trentonian,288,2013,2,3,3,19,20,25,66.7%,100.0%,76.0%,80.0%
The Trentonian,288,2014,2,3,3,17,17,20,66.7%,100.0%,85.0%,85.0%
The Daily Journal,289,2001,4,9,9,20,28,30,44.4%,100.0%,66.7%,93.3%
The Daily Journal,289,2002,5,7,7,14,20,22,71.4%,100.0%,63.6%,90.9%
The Daily Journal,289,2003,6,10,10,17,22,25,60.0%,100.0%,68.0%,88.0%
The Daily Journal,289,2004,4,8,8,15,22,25,50.0%,100.0%,60.0%,88.0%
The Daily Journal,289,2005,6,10,11,17,24,29,54.5%,90.9%,58.6%,82.8%
The Daily Journal,289,2006,6,10,11,14,23,25,54.5%,90.9%,56.0%,92.0%
The Daily Journal,289,2007,5,5,6,19,26,29,83.3%,83.3%,65.5%,89.7%
The Daily Journal,289,2008,11,13,16,25,32,37,68.8%,81.3%,67.6%,86.5%
The Daily Journal,289,2009,6,7,9,20,23,28,66.7%,77.8%,71.4%,82.1%
The Daily Journal,289,2010,5,5,6,18,20,23,83.3%,83.3%,78.3%,87.0%
The Daily Journal,289,2012,3,4,4,11,14,15,75.0%,100.0%,73.3%,93.3%
The Daily Journal,289,2013,4,6,6,13,15,17,66.7%,100.0%,76.5%,88.2%
Albuquerque Journal,290,2001,30,38,39,93,132,159,76.9%,97.4%,58.5%,83.0%
Albuquerque Journal,290,2002,27,36,37,87,115,141,73.0%,97.3%,61.7%,81.6%
Albuquerque Journal,290,2003,26,36,37,91,119,145,70.3%,97.3%,62.8%,82.1%
Albuquerque Journal,290,2004,26,33,36,90,119,145,72.2%,91.7%,62.1%,82.1%
Albuquerque Journal,290,2005,25,32,36,94,126,156,69.4%,88.9%,60.3%,80.8%
Albuquerque Journal,290,2006,25,30,36,90,115,147,69.4%,83.3%,61.2%,78.2%
Albuquerque Journal,290,2007,27,30,37,97,117,153,73.0%,81.1%,63.4%,76.5%
Albuquerque Journal,290,2008,24,31,38,92,111,142,63.2%,81.6%,64.8%,78.2%
Albuquerque Journal,290,2009,23,31,38,91,109,138,60.5%,81.6%,65.9%,79.0%
Albuquerque Journal,290,2010,18,26,32,75,91,117,56.3%,81.3%,64.1%,77.8%
Albuquerque Journal,290,2011,18,26,32,68,85,110,56.3%,81.3%,61.8%,77.3%
Albuquerque Journal,290,2012,13,24,24,66,94,112,54.2%,100.0%,58.9%,83.9%
Albuquerque Journal,290,2013,19,26,32,59,75,93,59.4%,81.3%,63.4%,80.6%
Albuquerque Journal,290,2014,19,27,32,56,73,91,59.4%,84.4%,61.5%,80.2%
New York Post,291,2001,53,66,71,172,198,230,74.6%,93.0%,74.8%,86.1%
The New York Times,292,2001,171,243,270,650,838,1000,63.3%,90.0%,65.0%,83.8%
The New York Times,292,2002,165,232,260,641,822,980,63.5%,89.2%,65.4%,83.9%
The New York Times,292,2003,155,223,254,629,805,971,61.0%,87.8%,64.8%,82.9%
The New York Times,292,2004,163,235,271,647,836,1004,60.1%,86.7%,64.4%,83.3%
The New York Times,292,2005,164,237,274,643,833,1000,59.9%,86.5%,64.3%,83.3%
The New York Times,292,2006,73,157,197,554,753,930,37.1%,79.7%,59.6%,81.0%
The New York Times,292,2007,183,273,311,693,900,1095,58.8%,87.8%,63.3%,82.2%
The New York Times,292,2008,183,269,311,708,929,1121,58.8%,86.5%,63.2%,82.9%
The New York Times,292,2009,185,276,322,740,989,1216,57.5%,85.7%,60.9%,81.3%
The New York Times,292,2010,172,250,292,635,838,1029,58.9%,85.6%,61.7%,81.4%
The New York Times,292,2011,170,251,290,629,837,1028,58.6%,86.6%,61.2%,81.4%
The New York Times,292,2012,181,261,299,628,847,1038,60.5%,87.3%,60.5%,81.6%
The New York Times,292,2013,183,268,306,648,878,1083,59.8%,87.6%,59.8%,81.1%
The New York Times,292,2014,181,266,311,636,878,1091,58.2%,85.5%,58.3%,80.5%
The Wall Street Journal,293,2001,131,176,196,328,445,537,66.8%,89.8%,61.1%,82.9%
The Wall Street Journal,293,2002,136,183,206,333,441,533,66.0%,88.8%,62.5%,82.7%
The Wall Street Journal,293,2003,140,187,212,341,465,566,66.0%,88.2%,60.2%,82.2%
The Wall Street Journal,293,2004,134,176,202,306,410,489,66.3%,87.1%,62.6%,83.8%
The Wall Street Journal,293,2005,143,194,219,316,424,509,65.3%,88.6%,62.1%,83.3%
The Wall Street Journal,293,2006,145,197,223,334,451,548,65.0%,88.3%,60.9%,82.3%
The Wall Street Journal,293,2007,153,198,232,392,505,629,65.9%,85.3%,62.3%,80.3%
The Wall Street Journal,293,2008,152,203,234,363,489,614,65.0%,86.8%,59.1%,79.6%
The Wall Street Journal,293,2009,152,206,239,370,504,637,63.6%,86.2%,58.1%,79.1%
The Wall Street Journal,293,2010,87,108,136,356,456,597,64.0%,79.4%,59.6%,76.4%
The Wall Street Journal,293,2011,217,297,350,465,623,783,62.0%,84.9%,59.4%,79.6%
The Wall Street Journal,293,2012,217,308,357,376,542,653,60.8%,86.3%,57.6%,83.0%
The Wall Street Journal,293,2013,81,112,128,466,646,780,63.3%,87.5%,59.7%,82.8%
The Wall Street Journal,293,2014,250,350,412,552,779,950,60.7%,85.0%,58.1%,82.0%
The Daily Star,294,2001,3,4,4,10,15,15,75.0%,100.0%,66.7%,100.0%
The Daily Star,294,2002,3,4,4,11,22,22,75.0%,100.0%,50.0%,100.0%
The Daily Star,294,2003,2,2,2,7,15,15,100.0%,100.0%,46.7%,100.0%
The Daily Star,294,2004,3,4,4,6,15,15,75.0%,100.0%,40.0%,100.0%
The Daily Star,294,2005,3,3,3,8,18,18,100.0%,100.0%,44.4%,100.0%
The Daily Star,294,2008,4,4,4,9,15,15,100.0%,100.0%,60.0%,100.0%
The Daily Star,294,2009,4,4,4,9,15,15,100.0%,100.0%,60.0%,100.0%
The Daily Star,294,2010,2,5,5,5,15,15,40.0%,100.0%,33.3%,100.0%
The Daily Star,294,2011,2,5,5,11,19,19,40.0%,100.0%,57.9%,100.0%
The Daily Star,294,2014,3,5,5,9,14,14,60.0%,100.0%,64.3%,100.0%
Rochester Democrat and Chronicle,295,2001,31,44,50,94,126,145,62.0%,88.0%,64.8%,86.9%
Rochester Democrat and Chronicle,295,2002,35,46,51,95,127,146,68.6%,90.2%,65.1%,87.0%
Rochester Democrat and Chronicle,295,2003,34,46,54,93,121,142,63.0%,85.2%,65.5%,85.2%
Rochester Democrat and Chronicle,295,2004,34,45,53,90,119,141,64.2%,84.9%,63.8%,84.4%
Rochester Democrat and Chronicle,295,2005,31,47,52,84,116,137,59.6%,90.4%,61.3%,84.7%
Rochester Democrat and Chronicle,295,2006,31,45,51,82,108,132,60.8%,88.2%,62.1%,81.8%
Rochester Democrat and Chronicle,295,2007,31,42,52,81,110,136,59.6%,80.8%,59.6%,80.9%
Rochester Democrat and Chronicle,295,2008,29,43,53,74,99,129,54.7%,81.1%,57.4%,76.7%
Rochester Democrat and Chronicle,295,2009,29,40,48,75,95,122,60.4%,83.3%,61.5%,77.9%
Rochester Democrat and Chronicle,295,2010,20,29,37,67,82,106,54.1%,78.4%,63.2%,77.4%
Rochester Democrat and Chronicle,295,2011,21,28,34,67,81,102,61.8%,82.4%,65.7%,79.4%
Rochester Democrat and Chronicle,295,2012,14,17,22,59,73,93,63.6%,77.3%,63.4%,78.5%
Rochester Democrat and Chronicle,295,2013,17,20,25,49,56,73,68.0%,80.0%,67.1%,76.7%
Rochester Democrat and Chronicle,295,2014,16,19,24,46,51,67,66.7%,79.2%,68.7%,76.1%
The Daily Gazette,296,2010,8,10,10,31,40,41,80.0%,100.0%,75.6%,97.6%
The Daily Gazette,296,2011,8,10,10,30,38,38,80.0%,100.0%,78.9%,100.0%
The Daily Gazette,296,2012,10,12,12,31,42,42,83.3%,100.0%,73.8%,100.0%
The Daily Gazette,296,2014,4,7,7,26,34,34,57.1%,100.0%,76.5%,100.0%
The Syracuse Newspapers,297,2001,31,49,53,125,167,193,58.5%,92.5%,64.8%,86.5%
The Syracuse Newspapers,297,2002,35,49,53,130,167,189,66.0%,92.5%,68.8%,88.4%
The Post-Standard,297,2003,34,47,51,127,159,183,66.7%,92.2%,69.4%,86.9%
The Post-Standard,297,2004,32,44,49,126,158,185,65.3%,89.8%,68.1%,85.4%
The Post-Standard,297,2005,33,46,53,118,156,183,62.3%,86.8%,64.5%,85.2%
The Post-Standard,297,2006,31,43,49,125,161,187,63.3%,87.8%,66.8%,86.1%
The Post-Standard,297,2007,29,42,48,121,157,182,60.4%,87.5%,66.5%,86.3%
The Post-Standard,297,2008,27,36,41,93,122,146,65.9%,87.8%,63.7%,83.6%
